"Source: EMFAC2021 (v1.0.1) Emissions Inventory"
"Region Type: County"
"Region: San Mateo"
"Calendar Year: 2020, 2030, 2040, 2050"
"Season: Annual"
"Vehicle Classification: EMFAC202x Categories"
"Units:  miles/day for CVMT and EVMT, trips/day for Trips, kWh/day for Energy Consumption, tons/day for Emissions, 1000 gallons/day for Fuel Consumption"

Region,"Calendar Year","Vehicle Category","Model Year",Speed,Fuel,Population,"Total VMT",CVMT,EVMT,Trips,"Energy Consumption",NOx_RUNEX,NOx_IDLEX,NOx_STREX,NOx_TOTEX,PM2.5_RUNEX,PM2.5_IDLEX,PM2.5_STREX,PM2.5_TOTEX,PM2.5_PMTW,PM2.5_PMBW,PM2.5_TOTAL,PM10_RUNEX,PM10_IDLEX,PM10_STREX,PM10_TOTEX,PM10_PMTW,PM10_PMBW,PM10_TOTAL,CO2_RUNEX,CO2_IDLEX,CO2_STREX,CO2_TOTEX,CH4_RUNEX,CH4_IDLEX,CH4_STREX,CH4_TOTEX,N2O_RUNEX,N2O_IDLEX,N2O_STREX,N2O_TOTEX,ROG_RUNEX,ROG_IDLEX,ROG_STREX,ROG_TOTEX,ROG_DIURN,ROG_HOTSOAK,ROG_RUNLOSS,ROG_TOTAL,TOG_RUNEX,TOG_IDLEX,TOG_STREX,TOG_TOTEX,TOG_DIURN,TOG_HOTSOAK,TOG_RUNLOSS,TOG_TOTAL,CO_RUNEX,CO_IDLEX,CO_STREX,CO_TOTEX,SOx_RUNEX,SOx_IDLEX,SOx_STREX,SOx_TOTEX,NH3_RUNEX,"Fuel Consumption"
"San Mateo",2020,LDA,Aggregate,Aggregate,Gasoline,242868.10989067482,7500311.199969578,7500311.199969578,0,1142657.4646575646,0,0.5133969882389521,0,0.38935903901325,0.902756027252202,0.011701364901579348,0,0.002952680444464317,0.014654045346043665,0.016535355742358673,0.019667303186885053,0.05085670427528739,0.01272613944443143,0,0.003211012918297243,0.015937152362728673,0.06614142296943469,0.056192294819671584,0.13827087015183495,2421.1888897044755,0,94.70357139367975,2515.8924610981553,0.02703084211346356,0,0.10924039881531851,0.13627124092878207,0.04709813049882414,0,0.044119544458996636,0.09121767495782077,0.11289254914249258,0,0.5393551719051222,0.6522477210476147,0.3857907007439015,0.12417276234977907,0.3109708914235318,1.473182075564827,0.16468132230115914,0,0.5905206004369331,0.7552019227380923,0.3857907007439015,0.12417276234972796,0.3109708914234039,1.5761362772551257,7.042457531204802,0,5.201804583195707,12.24426211440051,0.02393591713509342,0,0.0009362412188968888,0.024872158353990308,0.27281787793567963,265.29771648823356
"San Mateo",2020,LDA,Aggregate,Aggregate,"Plug-in Hybrid",4873.61538727519,182757.1856625328,97646.36436255205,85110.82129998077,20152.399627087147,25706.004741275512,0.000697529655205635,0,0.0026034833356075615,0.0033010129908131965,0.00017102440715376224,0,0.00005770897089820442,0.00022873337805196666,0.0004029106258170366,0.00026292602480891574,0.0008945700286779191,0.00018600464719642756,0,0.00006276377126885006,0.00024876841846527763,0.0016116425032681465,0.0007512172137397595,0.002611628135473184,29.226138173890945,0,1.5138401784365427,30.739978352327487,0.00009174235878137386,0,0.0009489406835126582,0.001040683042294032,0.00012263941423316198,0,0.0004572550714606099,0.0005798944856937718,0.0002951084759754241,0,0.003923808395404871,0.004218916871380296,0.0022953364959401633,0.0007986823422999338,0.0007280758157059645,0.008041011525326358,0.000430621595400654,0,0.004296076294557132,0.0047266978899577865,0.0022953364959401633,0.0007986823422996052,0.000728075815705665,0.008548792543903219,0.04375589718198073,0,0.030615396288555134,0.07437129347053587,0.0002889301303519654,0,0.000014965851371990605,0.000303895981723956,0.004080869610542632,3.2414923085426928
"San Mateo",2020,LDT1,Aggregate,Aggregate,Gasoline,23587.756875344174,652528.6805548841,652528.6805548841,0,106369.03880717405,0,0.130422418866353,0,0.0544594582688981,0.18488187713525112,0.001552639009787625,0,0.00038145681185014046,0.0019340958216377655,0.0014385794905564314,0.002090015616885813,0.00546269092908001,0.0016884506236681575,0,0.00041481398143306767,0.0021032646051012253,0.005754317962225725,0.005971473191102325,0.013829055758429276,248.004988151267,0,10.890691553861066,258.8956797051281,0.006063259441487055,0,0.015071108246453227,0.021134367687940282,0.008631716319969238,0,0.0048788422508996825,0.01351055857086892,0.028075827363910594,0,0.08180230933793156,0.10987813670184216,0.07288411217459596,0.021818278128584605,0.06359848207559532,0.26817900908061804,0.0409192791703329,0,0.08956242432366232,0.13048170349399524,0.07288411217459596,0.021818278128575615,0.06359848207556915,0.2887825758727359,1.256067951266951,0,0.8059780240021702,2.0620459752691214,0.0024517817964227963,0,0.0001076655735888901,0.0025594473700116865,0.025538798311321144,27.30022594227248
"San Mateo",2020,LDT1,Aggregate,Aggregate,"Plug-in Hybrid",2.491174454113365,102.34288145985062,53.269078400086386,49.073803059764224,10.30100636811874,14.821751157593459,0.00000038052376176110903,0,0.0000013307843688916011,0.0000017113081306527101,0.00000007913928886088265,0,0.000000025499381827894987,0.00000010463867068877763,0.00000022562743165157434,0.00000014745608355453334,0.0000004777221858948853,0.00000008607119737424466,0,0.000000027732904323769004,0.00000011380410169801367,0.0000009025097266062974,0.0000004213030958700953,0.0000014376169241744064,0.015943752293083993,0,0.0008647797227482581,0.01680853201583225,0.000000050439373303852485,0,0.0000004890760991526124,0.0000005395154724564649,0.00000006791243593229736,0,0.0000002374682782306711,0.00000030538071416296845,0.00000016099069991891728,0,0.000002005675553099657,0.0000021666662530185744,0.000000912027770680401,0.0000003045327881234145,0.00000030179362862249143,0.000003685020440444881,0.0000002349172514093611,0,0.0000021959622718415436,0.0000024308795232509045,0.000000912027770680401,0.0000003045327881232892,0.0000003017936286223674,0.000003949233710676962,0.000023870180243463733,0,0.00001564922282044231,0.00003951940306390604,0.00000015762022340863087,0,0.000000008549227973013652,0.00000016616945138164452,0.0000024662018141874355,0.001772438699296889
"San Mateo",2020,LDT2,Aggregate,Aggregate,Gasoline,109543.06150004422,3480182.1122384053,3480182.1122384053,0,522321.9885303809,0,0.33990629944644996,0,0.231744118141137,0.571650417587587,0.005622944733004523,0,0.0012962006365815559,0.0069191453695860786,0.007672488212794244,0.010646041249344497,0.02523767483172482,0.00611533491520266,0,0.0014096977205569244,0.007525032635759585,0.030689952851176976,0.030417260712412846,0.0686322461993494,1394.914878305138,0,53.75819844745915,1448.6730767525971,0.013028450112384805,0,0.05395828424517229,0.06698673435755709,0.025916365487951055,0,0.023128753950435434,0.04904511943838649,0.053726319844068386,0,0.26188964083529215,0.31561596067936054,0.14377033147734647,0.04546571083298192,0.11225244844325856,0.6171044514329475,0.07835755523384211,0,0.2867355385053022,0.36509309373914434,0.14377033147734647,0.045465710832963205,0.11225244844321237,0.6665815844926664,3.477651409502496,0,2.505959597939503,5.983611007441999,0.013790153704899928,0,0.0005314545217194302,0.014321608226619358,0.13278563734952153,152.76076586862243
"San Mateo",2020,LDT2,Aggregate,Aggregate,"Plug-in Hybrid",343.40259868869884,13816.097509281477,7252.614092656435,6563.483416625044,1419.9697456273911,1982.3676149519738,0.00005180851781236717,0,0.00018344552699514773,0.0002352540448075149,0.000012757478304299469,0,0.00000415835914997737,0.00001691583745427684,0.00003045928111463047,0.000019894120460075267,0.00006726923902898257,0.000013874921659420588,0,0.0000045225949879315925,0.00001839751664735218,0.00012183712445852188,0.000056840344171643636,0.00019707498527751769,2.170750575073903,0,0.12836915166065474,2.299119726734558,0.000006856907122459993,0,0.00006731521782767845,0.00007417212495013845,0.00000921939447045474,0,0.00003263887245020277,0.00004185826692065751,0.00002191897164522128,0,0.000276477705494917,0.00029839667714013827,0.00013511279297000019,0.000044110228526059766,0.00004361913748990675,0.0005212388361261049,0.00003198411197173789,0,0.0003027082866587586,0.0003346923986304965,0.00013511279297000019,0.000044110228526041626,0.000043619137489888795,0.000557534557616427,0.003249938065902667,0,0.002157208932166508,0.005407146998069175,0.000021460079429105313,0,0.000001269059754039558,0.00002272913918314487,0.0003343462575146584,0.24243930250082862
"San Mateo",2030,LDA,Aggregate,Aggregate,Gasoline,237797.81325633914,6358119.988720948,6358119.988720948,0,1114766.6785691332,0,0.1753186244099495,0,0.24384840001021207,0.41916702442016157,0.0058880432561419435,0,0.0018427757098562626,0.007730818965998206,0.014017255159563083,0.01645635777323816,0.03820443189879945,0.006403784271278466,0,0.002004186720938563,0.008407970992217028,0.05606902063825233,0.04701816506639475,0.1114951566968641,1754.8161443136792,0,76.76526650683999,1831.581410820519,0.008857340040419496,0,0.05990390592065221,0.06876124596107171,0.023318887142060193,0,0.03267800964497946,0.05599689678703965,0.031204264510977846,0,0.2700908669577754,0.30129513146875325,0.2883489406247168,0.07982531235617081,0.22468013986438332,0.8941495243140242,0.045533189524994556,0,0.2957155023860324,0.34124869191102697,0.2883489406247168,0.07982531235613796,0.22468013986429095,0.9341030847561727,3.4705980716343796,0,2.933466327626189,6.404064399260569,0.017348144127137134,0,0.0007589028124878595,0.018107046939624994,0.27935513625349967,193.1379712632413
"San Mateo",2030,LDA,Aggregate,Aggregate,"Plug-in Hybrid",9770.49465491132,287561.11584642535,127243.39963792697,160317.71620849834,40400.99539947014,48420.72852805441,0.0009011050602191273,0,0.005219394226536662,0.00612049928675579,0.00011873079223168134,0,0.00006524065297316826,0.0001839714452048496,0.0006339637411591059,0.0004271597351333768,0.0012450949214973322,0.00012913056965343448,0,0.00007095516272264284,0.00020008573237607734,0.0025358549646364234,0.0012204563860953627,0.003956397083107863,37.840043950579485,0,2.74909595421765,40.589139904797136,0.00011156743383342598,0,0.001802029712459202,0.001913597146292628,0.00014245999024888446,0,0.0008236202306112951,0.0009660802208601796,0.0003787304066854203,0,0.007866346830383295,0.008245077237068715,0.005030607846116674,0.0017248055349927828,0.002046903198021773,0.017047393816199945,0.0005526425203971297,0,0.008612659624855941,0.00916530214525307,0.005030607846116674,0.001724805534992073,0.0020469031980209305,0.017967618724382746,0.05647343665015131,0,0.06137693314419713,0.11785036979434843,0.00037408735858684533,0,0.00002717761230294011,0.0004012649708897854,0.00577699946847603,4.280074088009285
"San Mateo",2030,LDT1,Aggregate,Aggregate,Gasoline,27717.908258637388,705667.7026866099,705667.7026866099,0,127669.43879022327,0,0.03709864724690137,0,0.033097157664343534,0.07019580491124491,0.0007601665924887501,0,0.0002319601423185089,0.000992126734807259,0.0015557309808509562,0.002195384530525019,0.004743242246183234,0.0008267505275972537,0,0.00025227781901794024,0.001079028346615194,0.006222923923403825,0.006272527230071484,0.013574479500090504,227.01538138445437,0,10.344182538336627,237.359563922791,0.001765625204631003,0,0.008098645421548296,0.009864270626179299,0.0035893806520518744,0,0.004065451403480287,0.007654832055532161,0.007214065658380356,0,0.03815871295188537,0.04537277861026572,0.04455699144210541,0.011992380751418511,0.03467426560595916,0.1365964164097488,0.010526747674287476,0,0.04177898756100954,0.05230573523529702,0.04455699144210541,0.01199238075141358,0.034674265605944894,0.1435293730347609,0.5257032946604258,0,0.4059845795154233,0.9316878741758491,0.00224427816446538,0,0.00010226277558134965,0.0023465409400467295,0.03100945142100997,25.02926944177627
"San Mateo",2030,LDT1,Aggregate,Aggregate,"Plug-in Hybrid",248.86938782999172,7950.150270137294,3286.4763367188693,4663.673933418426,1029.0749187129775,1408.5685276337958,0.000023273980935236514,0,0.00013294592463121942,0.00015621990556645595,0.000002063187085578401,0,0.0000011140972070651781,0.0000031772842926435793,0.000017527081132641838,0.000011894134227822276,0.000032598499653107695,0.000002243904202563371,0,0.0000012116823638884057,0.0000034555865664517766,0.00007010832453056735,0.00003398324065092079,0.00010754715174793992,0.9773427099389904,0,0.07688036062065945,1.0542230705596498,0.0000028865713051014902,0,0.000045984236523970445,0.00004887080782907194,0.0000036923221250420813,0,0.000021056155275294226,0.000024748477400336308,0.000009781949579383508,0,0.0002003678410644047,0.0002101497906437882,0.00007328866324802265,0.000026082661917341964,0.000022621616213011877,0.00033214273202216473,0.000014273797863920637,0,0.00021937756522373726,0.0002336513630876579,0.00007328866324802265,0.00002608266191733123,0.000022621616213002566,0.00035564430446601437,0.001458610927812665,0,0.0015633640176856852,0.00302197494549835,0.00000966202769935174,0,0.0000007600406349778083,0.00001042206833432955,0.0001521541980325871,0.11116650556940381
